formula,image
S _ { 1 } = \int d x ^ { 0 } d ^ { 2 } \theta \left( \sum _ { i } q _ { i } ^ { \alpha } \bar { \Phi } _ { i } ^ { \prime } \Phi _ { i } ^ { \prime } \right) \left[ \left( { \frac { U _ { \alpha } + \bar { U } _ { \alpha } } { 2 } } \right) - \sum _ { j } \tilde { q } _ { \alpha } ^ { j } \mathrm { I m } \operatorname { l o g } \Phi _ { j } ^ { \prime } \right],20cdbe12a2.png
< M _ { i } ^ { j } M _ { m } ^ { n } > _ { 0 } = g _ { 2 } ^ { - 1 } ( \delta _ { i m } \delta ^ { j n } + \delta _ { i } ^ { n } \delta _ { m } ^ { j } ),16a052d2e5.png
"\phi ( x ) = \int _ { | k | \le \Lambda } { \frac { d ^ { d - 1 } k } { ( 2 \pi ) ^ { d - 1 } } } \, { \frac { 1 } { \sqrt { 2 \omega _ { k } } } } ( a _ { k } + a _ { - k } ^ { \dagger } ) \cdot \operatorname { e x p } ( i k x )",320b37242d.png
"V _ { i } ( k _ { i } , \epsilon _ { i } , z _ { i } ) = ( \epsilon \cdot \partial X ( z _ { i } ) + i k _ { i } \cdot \psi ( z _ { i } ) \, \epsilon _ { i } \cdot \psi ( z _ { i } ) ) \, \mathrm { e } ^ { i k _ { i } \cdot X ( z _ { i } , \bar { z } _ { i } ) } .",320b27559e.png
V ( r = 0 ) = V { \frac { H _ { 2 } ( 0 ) } { H _ { 6 } ( 0 ) } } = V { \frac { | r _ { 2 } ^ { \prime } | } { r _ { 6 } ^ { \prime } } } = V _ { * },7cd7c30f1a.png
"\Delta ^ { \dagger } \Delta = \left( \begin{array} { l l } { f ^ { - 1 } } & { 0 } \\ { 0 } & { f ^ { - 1 } } \\ \end{array} \right) ,",38c7993333.png
"\left( \dot { X } _ { 1 } ^ { \mu } X _ { 0 } ^ { \nu } + \dot { X } _ { 0 } ^ { \mu } X _ { 1 } ^ { \nu } \right) G _ { \mu \nu } + G _ { \mu \nu , \alpha } \dot { X } _ { 0 } ^ { \mu } X _ { 0 } ^ { \nu } X _ { 1 } ^ { \alpha } = 0 .",24b175333e.png
{ \cal L } _ { i n d } ^ { ( 3 - 4 ) } = 2 \alpha \partial \partial ^ { * } \partial _ { - } ^ { - 2 } { \cal A } _ { -- } ( \partial \partial ^ { * } h ^ { * } h + h ^ { * } \partial \partial ^ { * } h + 3 \partial h ^ { * } \partial ^ { * } h ) .,1a1f53c9dc.png
\left( - \partial _ { N } - V ^ { \prime } ( \bar { X } ) \partial _ { N } - \frac 1 2 V ^ { \prime \prime } ( \bar { X } ) ( \partial _ { N } \bar { X } ) + \frac 1 2 \hat { w } ^ { \prime \prime } ( \bar { X } ) \right) \xi | _ { \partial { \cal M } } = 0 \; .,6af15e83f5.png
\epsilon _ { \theta } = \frac 1 { s ( \theta ) } \epsilon _ { z },39c4196ee8.png
^ { ( 4 ) } G _ { \mu \nu } = \Lambda _ { 4 } q _ { \mu \nu } - 8 \pi G _ { N } \tau _ { \mu \nu } - \kappa _ { 5 } ^ { 4 } \pi _ { \mu \nu } - \bar { E } _ { \mu \nu },59879e15fd.png
\hat { h } _ { v } ^ { - 1 } \frac { \operatorname { s i n h } m x } { \operatorname { c o s h } ^ { 2 s _ { 0 } + 2 } m x } = \int \frac { d k } { k ^ { 2 } + m ^ { 2 } } \mid \varphi _ { k } > < \varphi _ { k } \mid \frac { \operatorname { s i n h } m x } { \operatorname { c o s h } ^ { 2 s _ { 0 } + 2 } m x } >,6d41e48824.png
"R _ { z } = i K _ { 3 } , \quad R _ { \pm } = i K _ { \pm } , \quad L _ { z } ^ { \prime } = i L _ { z } ,",498e0d849b.png
"\left( g ^ { \mu \nu } ( u ) \partial _ { \mu } \partial _ { \nu } - \kappa ^ { 2 } \right) \psi = 0 ,",34196e11eb.png
"\operatorname* { l i m } _ { | w | \rightarrow \infty } \frac { 1 } { a ^ { 3 } ( w ) } = { \cal O } \biggl ( \frac { 1 } { w ^ { \lambda } } \biggr ) , \, \, \, \, \, \, \lambda > 1 .",79f1a3e06c.png
"A _ { a } ^ { \mu } \partial _ { \mu } [ - \frac { 1 } { \kappa } R ( \Gamma , g ) + \frac { 1 } { 2 } g ^ { \alpha \beta } \phi _ { , \alpha } \phi _ { , \beta } ] = 0",5e9ad4ebd0.png
"[ X _ { i j k } , X _ { j k l } + X _ { i k l } + X _ { i j l } ] \quad i < j < k < l ;",2230b3f859.png
"Z _ { \bar { \psi } \psi A } = 1 - \frac { g ^ { 2 } } { 1 6 \pi ^ { 2 } } \frac { 1 } { \varepsilon ^ { \prime } } \times 3 \, ,",5b1713fe59.png
"w _ { 6 } = c _ { - 3 } ^ { ( 1 ) } z ^ { 2 } + c _ { - 3 } ^ { ( 2 ) } x z + c _ { - 3 } ^ { ( 3 ) } y z + c _ { - 3 } ^ { ( 4 ) } x ^ { 2 } + c _ { - 3 } ^ { ( 5 ) } x y + c _ { - 3 } ^ { ( 6 ) } y ^ { 2 } ,",6ec928c04e.png
"Z _ { \mathrm { g r } } [ \varphi , \mu , \bar { \mu } ] = e ^ { K [ \varphi , \mu , \bar { \mu } ] } \int { \cal D } T { \cal D } \overline { { T } } \, \, | \chi [ \mu , T ] | ^ { 2 } e ^ { - { \frac { 1 } { 2 } } \int d ^ { 2 } w \, \, e ^ { - \varphi } T \overline { { T } } } ,",3ab3e5bce0.png
\sigma _ { a b s } ^ { S } = \frac { 1 } { 4 } \pi ^ { 2 } \omega ^ { 4 } R ^ { 4 } .,6316a97041.png
"H _ { \mathrm { e f f } } = \sum _ { p } \epsilon _ { p } a _ { p } ^ { \dagger } a _ { p } + \frac { 3 \lambda } 2 \frac 1 V \sum _ { p _ { 1 } + p _ { 2 } = p _ { 3 } + p _ { 4 } } a _ { p _ { 1 } } ^ { \dagger } a _ { p _ { 2 } } ^ { \dagger } a _ { p _ { 3 } } a _ { p _ { 4 } } \; ,",637b2d79a1.png
"\psi _ { k } ( x ) = \frac { 1 } { \sqrt { 2 \pi ( k ^ { 2 } + 1 ) ( k ^ { 2 } + 4 ) } } \, e ^ { i k x } \left[ 2 - \frac { 3 } { \operatorname { c o s h } ^ { 2 } x } - 3 i k \operatorname { t a n h } x - k ^ { 2 } \right] ,",6c8bf68e15.png
"\nabla _ { i } ^ { a c } ( A _ { a s y m p t } ) { \Phi _ { 0 } } ^ { c } = \frac { 2 \pi } { \mu } B _ { i } ^ { a } ( A _ { a s y m p t } ) ,",5ab3fbcd48.png
"\psi _ { \alpha } ^ { I I } ( q _ { 3 } ) = \sum _ { i } f _ { i } ( q _ { 3 } ) \chi _ { \alpha } ^ { i } ,",1313308d5d.png
"\frac { m ^ { 2 } } { \sqrt { 2 } \, \lambda ^ { 2 } } \int \! \mathrm { d } z \left[ \mu \; ( u ^ { ( 0 ) } - v ^ { ( 0 ) } ) - i \nu _ { 2 } \right] \gamma ^ { 0 } ( \psi ^ { * } - \eta ^ { * } )",733de87a87.png
"U ( t , t _ { 0 } ) = e ^ { - i ( t - t _ { 0 } ) H _ { 0 } / \hbar } U _ { I } ( t , t _ { 0 } ) \, ,",4eb372307f.png
a \ \geq \ b \ \geq \ G \ \geq \ 0 \qquad \mathrm { a n d } \qquad 1 - a \ \geq \ \lambda \ \geq \ G \ \geq \ 0 .,7265fa8096.png
"{ \frac { \mathrm { C o t } ( \pi z ) } { i } } = { \frac { 2 e ^ { i \pi z } } { e ^ { i \pi z } - e ^ { - i \pi z } } } - 1 = { \frac { e ^ { i \pi z } + e ^ { - i \pi z } } { 2 i \quad \mathrm { S i n } ( \pi z ) } } \quad ,",51de119495.png
\frac 1 2 D ( D + 1 ) + D - ( D + 1 ) = \frac 1 2 ( D ^ { 2 } + D ) - 1,217a0c56e5.png
"T _ { p } \, = \, { \frac { \pi } { g _ { s } } } ( 4 \pi ^ { 2 } \alpha ^ { \prime } ) ^ { - ( p + 1 ) / 2 } \, ,",61be50690c.png
"H = \frac { 1 } { L } \left[ \sqrt { \Bigl ( 1 + \frac { r ^ { 2 } } { L ^ { 2 } } \Bigr ) \Bigl ( P _ { \phi } ^ { 2 } + \frac { { \tilde { N } } ^ { 2 } r ^ { 6 } } { L ^ { 6 } } \Bigr ) } - \frac { { \tilde { N } } r ^ { 4 } } { L ^ { 4 } } \right] \, ,",61feb12c72.png
\Delta Q _ { B } = N _ { F } q \Delta \left( \sum _ { i \neq j } { \cal L } _ { i j } + \sum _ { i } n _ { i } \right),3d55db5bb0.png
"\xi ^ { \, 2 \ast } \, \left( x \right) = A _ { \, 1 } ^ { \, \perp } \, \left( x \right) ,",784479d1ef.png
"\left\{ Q _ { A } , Q _ { B } \right\} = - 2 i \delta _ { A B } H ~ ~ ~ , ~ ~ ~ A , B = 0 , \dots , 3",57261aa3db.png
"v ^ { i } \partial _ { d z ^ { i } } : = v ^ { i } \frac { \partial } { \partial d z ^ { i } } \equiv i _ { v } ,",150e8e6ea4.png
"( W _ { 1 2 } ^ { N N } ) ^ { t _ { 1 } t _ { 2 } } ( \lambda _ { 1 } , \lambda _ { 2 } ) K _ { 1 } ^ { t _ { 1 } } ( \lambda _ { 1 } ) \tilde { X } _ { 1 2 } ( \lambda _ { 1 } , \lambda _ { 2 } ) K _ { 2 } ^ { t _ { 2 } } ( \lambda _ { 2 } ) =",42a41c1112.png
"E \ge | e { \cal F } _ { \infty } \Phi | + 2 \pi | n ( { \cal F } ( 0 ) - { \cal F } _ { \infty } ) | ,",39c6fc8854.png
"0 \leq \chi \leq \chi _ { 0 } , ~ ~ \eta > q { \frac { \pi } { 2 } } ,",50e8a9a5a0.png
\psi ( x ) = V ( x ) ^ { \nu } e ^ { - \frac 1 2 \omega x ^ { 2 } } P ( x ),6ef5cffcf2.png
"\frac { \partial \tilde { f } _ { 1 } } { \partial x } + \frac { \partial \tilde { f } _ { 1 } } { z _ { 1 } } + \frac { \partial \tilde { f } _ { 1 } } { z _ { 2 } } = - \frac { \alpha } { 2 \pi } \big [ x - z _ { 1 } - z _ { 2 } \big ] \tilde { f } _ { 1 } ,",d9db85a601.png
"< g _ { m n } ( t ) \Psi ( u ) > _ { q } \rightarrow u _ { m n } ( t ) ,",785431e15c.png
"\sigma _ { N - 2 , 3 } = \left( \begin{array} { c c c c c c c c c c } { 1 } & { 0 } & { 0 } & { 0 } & { \ldots } & { 0 } & { 0 } & { 0 } & { 0 } & { 0 } \\ { 0 } & { \star } & { \star } & { \star } & { \ldots } & { \star } & { 1 } & { 0 } & { 0 } & { 0 } \\ \end{array} \right)",14de61aacc.png
\sigma ( v ) \approx \frac { 1 } { 2 } \tilde { A } \left( i e ^ { - i c \pi / 2 } \right) e ^ { c v } .,90c85609b2.png
"\hat { q } ^ { \dagger } = \hat { q } \ \ , \ \ \hat { p } ^ { \dagger } = \hat { p } \ \ , \ \ [ \hat { q } , \hat { p } ] = i \hbar \ \ \ , \ \ \ [ a , a ^ { \dagger } ] = 1 \ \ .",2c106a982b.png
"M _ { \mathrm { i n t } } ^ { 2 } ( x _ { 1 } , x _ { 2 } , s _ { 1 } , s _ { 2 } ) \equiv \frac { s _ { 1 } ^ { 2 } + r _ { n } } { x _ { 1 } } + \frac { s _ { 2 } ^ { 2 } + r _ { n } } { x _ { 2 } } + \frac { ( s _ { 1 } + s _ { 2 } ) ^ { 2 } + r _ { n } } { 1 - x _ { 1 } - x _ { 2 } } . \nonumber",1b5eed78b7.png
"- { \frac { \kappa } { 4 \pi } } { \cal G } ( x , y ) = - H ( y ) + F ^ { T } ( x ) - b \quad .",4dd7bb8af8.png
"[ r _ { 1 2 } , r _ { 1 3 } ] + [ r _ { 1 2 } , r _ { 2 3 } ] + [ r _ { 1 3 } , r _ { 2 3 } ] = 0 .",5164aa4c24.png
"s _ { l } ( x ) \simeq \frac { 1 } { 2 } \, e ^ { x } \, , \quad e _ { l } ( x ) \simeq e ^ { - x } \, , \quad x \to \infty \, ,",7c2fab12de.png
"{ \cal Z } = \sqrt { 2 } \, \sum _ { i } Q _ { i } \, c ^ { i } ( u ) \, .",1162a1b2fa.png
"H ( x _ { 1 } , x _ { 2 } ) = \left( \begin{array} { c c } { \bar { q } _ { D } ( x _ { 1 } ) q _ { C } ( x _ { 2 } ) } & { D _ { A B } ( x _ { 1 } ) q _ { C } ( x _ { 2 } ) } \\ { \bar { q } _ { D } ( x _ { 1 } ) \bar { D } _ { E F } ( x _ { 2 } ) } & { D _ { A B } ( x _ { 1 } ) \bar { D } _ { E F } ( x _ { 2 } ) } \\ \end{array} \right)",6a45a98589.png
"\int d \Omega Y _ { L j } ( \Omega ) Y _ { L ^ { \prime } j ^ { \prime } } ^ { * } ( \Omega ) = \delta _ { L L ^ { \prime } } \delta _ { j j ^ { \prime } } \ ,",7d81bc92b7.png
d s _ { ( 3 ) } ^ { 2 } = r ^ { - 2 } d r ^ { 2 } - r ^ { 2 } d t ^ { 2 } + d \psi ^ { 2 } ~ .,1a789310e4.png
E _ { 0 } = N \left( \frac { 1 } { 8 z _ { 0 } } + V ( z _ { 0 } ) \right) + \epsilon _ { 1 },380a293d94.png
"\rho _ { m _ { 0 } \rightarrow m _ { 1 } + m _ { 2 } } ^ { D } = \int _ { 0 } d \mu ^ { 2 } \, \, \rho _ { m _ { 0 } \rightarrow m _ { 1 \mu } + m _ { 2 \mu } } ^ { D - 2 } / 4 \pi ,",62770cc378.png
"Q = \int _ { S ^ { D - p - 2 } } * F ^ { ( p + 1 ) } \, .",b074f5145b.png
h _ { a b } = - f _ { a b ^ { \prime } } ^ { ~ ~ c ^ { \prime } } f _ { b c ^ { \prime } } ^ { ~ ~ b ^ { \prime } },39df32934e.png
V _ { D _ { 2 } } ( R ) = 2 \pi L T _ { 2 } \left( \sqrt { R ^ { 2 } + \xi ^ { 2 } } - \frac { h } { 2 } R ^ { 2 } \right) .,6f956307e0.png
Q _ { B R S } ^ { ( A ) } ~ = ~ Q _ { B R S } ^ { ( g a u g e ) } ~ - ~ Q ^ { - } ~ + ~ { \tilde { Q } } ^ { + },219a44007c.png
"\left\{ \chi _ { \theta } , \bar { \chi } _ { \theta } \right\} = 2 i j \, , \qquad \left\{ g _ { \theta } , g _ { \theta } \right\} = 1 6 k ^ { 2 } m ^ { 2 } i j \, .",502ba5bb03.png
{ \frac { 1 } { \sqrt { g } } } { \frac { \delta } { \delta \phi ^ { i _ { 1 } } } } . . . . . . { \frac { 1 } { \sqrt { g } } } { \frac { \delta } { \delta \phi ^ { i _ { n } } } } S ~ = ~ < O _ { i _ { 1 } } . . . . . . O _ { i _ { n } } >,2c6b56a214.png
"A _ { 6 } = d x ^ { 5 } \dots d x ^ { 0 } \left( \frac r R \right) ^ { 3 } \, .",4a55d84526.png
"a = \alpha \operatorname { e x p } ( \omega _ { x } + i \omega _ { y } ) ~ ~ ,",6eee9bb2fd.png
\operatorname* { d e t } \left[ \left( I - \mu _ { 1 } ^ { \left\langle 1 \right\rangle } \right) R ^ { q } \left( I + \mu _ { 2 } ^ { \left\langle 1 \right\rangle } \right) ^ { T } R ^ { q } - z \right] = P ^ { - } ( z ) .,6c8e27758a.png
\lambda \approx 3 . 1 3 2 0 1 0 2 1 6 7 4 9 .,36c34a7f33.png
"h = \widehat { G } \, \left( \mathrm { d e t } \, G \right) ^ { p }",755c7550a2.png
"k _ { m n } ^ { \prime } \equiv \sqrt { k ^ { 2 } + \frac { n ^ { 2 } } { R ^ { 2 } } - \frac { m ^ { 2 } } { R ^ { 2 } } } ,",3a696c1c63.png
"[ ( 2 , \chi _ { 1 } ^ { 1 } ) \oplus ( - 1 , \chi _ { 2 } ^ { 1 } ) ] \otimes ( a , \chi _ { i } ^ { l } ) = ( a + 2 , \chi _ { i } ^ { l } ) \oplus ( a - 1 , \chi _ { i } ^ { l } \otimes \chi _ { 2 } ^ { 1 } ) ,",33d83c8d0b.png
D _ { F + \triangle F } ^ { T } ( k _ { i } ) = \frac { Z _ { F + \triangle F } } { k _ { i } ^ { 2 } - m _ { R } ^ { 2 } },34cbdcef0c.png
"\chi = \alpha \psi _ { 0 } + \beta \psi _ { 1 } + \int d x G ( s , x ) f ( x ) ,",50414b59bb.png
"S ^ { \mathrm { a d d } } = ( p + 1 ) e _ { a } \int d ^ { p + 1 } \xi _ { a } D _ { a } ^ { \mu _ { 1 } \mu _ { 2 } \ldots \mu _ { p } } B _ { b \mu _ { 1 } \mu _ { 2 } \ldots \mu _ { p } } ,",6782ed6316.png
"f ( x , y ) \; T _ { \bullet } ^ { ( a _ { 1 } ) } \cdots T _ { \bullet } ^ { ( a _ { p } ) } \: \overline { { T _ { \bullet } ^ { ( b _ { 1 } ) } \cdots T _ { \bullet } ^ { ( b _ { q } ) } } } \; ,",265bbd241b.png
"\left( \frac { \partial t } { \partial T } \right) _ { r , x ^ { i } } / \left( \frac { \partial t } { \partial r } \right) _ { T , x ^ { i } } = - \frac { f ( r ) \sqrt { f ( r ) + \dot { a } ^ { 2 } } } { \dot { a } } .",7c18a15fe0.png
"v ^ { T } = ( q ^ { I } , n ^ { i } , m _ { j } ) \; \in M ( 1 , 2 8 , { \bf Z } ) \simeq { \bf Z } ^ { 2 8 }",5996ac9e9e.png
"I _ { g h } ^ { \prime } = \int d ^ { 3 } x \mathrm { T r } ( Z _ { g h } ^ { - 1 } \partial ^ { \mu } \overline { { c } } ^ { ( r ) } \, p a r t i a l _ { \mu } c ^ { ( r ) } + \tilde { Z } _ { g } ^ { - 1 } \partial ^ { \mu } \overline { { c } } ^ { ( r ) } [ A _ { \mu } ^ { ( r ) } , c ^ { ( r ) } ] ) .",2035d0f7ee.png
"\hat { W } = \Psi _ { w } ( z ) e ^ { - i p _ { \mu } x ^ { \mu } } , ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ \hat { \omega } _ { i } = \Psi _ { i } ( z ) e ^ { - i p _ { \mu } x ^ { \mu } }",40ea358bd6.png
"D _ { q } \tau ^ { \prime } - i \eta ^ { \prime r } D _ { q } \eta ^ { \prime r } = 0 ,",636efde251.png
"d ^ { e x t } \Omega = \Omega \wedge \Omega \; ,",4cb96ce79f.png
"H = \frac { 1 } { 2 M } : \left( \hat { P } - \sum _ { n , m = 1 } ^ { \infty } \hbar g _ { m n } \hat { b } _ { n } ^ { \dag } \hat { b } _ { n } \right) ^ { 2 } : + \sum _ { n = 1 } ^ { \infty } \hbar \Omega _ { n } \hat { b } _ { n } ^ { \dag } \hat { b } _ { n }",35876fe187.png
C = J ^ { \mu } J _ { \mu } - \frac { i } { 8 } L ^ { \alpha } L _ { \alpha } = \frac { 1 } { 1 6 } ( 1 - \nu ^ { 2 } ) .,538225e035.png
"\nu _ { + } - \nu _ { - } = \frac { N } { 2 4 \cdot 8 \pi ^ { 2 } } \int _ { \cal M } \mathrm { t r } ( R \wedge R ) - \frac { g ^ { 2 } N _ { f } } { 3 2 \pi ^ { 2 } } \int _ { \cal M } F _ { \mu \nu } ^ { a } \tilde { F } ^ { \mu \nu a } d ^ { 4 } x ,",6c8437f3af.png
"\widetilde { H } ( \mu , \, r ) = \beta _ { 1 } \, u _ { 1 } ( \mu , \, r ) + \beta _ { 2 } \, u _ { 2 } ( \mu , \, r ) + u _ { n - h } ( \mu , \, r )",389d2d0cf7.png
A _ { \theta } ( r ) = \left\{ \begin{array} { l l } { \displaystyle \frac { \Phi r } { 2 \pi R ^ { 2 } } } & { ( r < R ) } \\ { \displaystyle \frac { \Phi } { 2 \pi r } } & { ( r > R ) } \\ \end{array} \right.,79d96fcebd.png
\beta = \frac { M \alpha ^ { \prime } } { 2 \varepsilon ^ { 6 } } \frac { 2 ( 1 - \tau \operatorname { c o t h } \tau ) } { \operatorname { s i n h } ^ { 4 } \tau } \ .,423c67eb0f.png
"\epsilon \; : \; { \phi } _ { \eta \overline { { \eta } } } + W _ { 0 \eta } W _ { 0 \overline { { \eta } } } = { \frac { k } { 2 } } e ^ { W _ { 0 } } ( 1 + \phi ) ,",456ca6a4c6.png
\lambda _ { 1 } ^ { \mu } = \int d \tau \left( A _ { 1 } p _ { 1 } ^ { \mu } + \bar { \theta } _ { 1 } \gamma ^ { \mu \nu } \dot { \theta } _ { 1 } p _ { 1 \nu } \right) .,5d3397872f.png
"4 \pi T = ( Q ^ { 3 } ( x ) - w ) \times A _ { 2 } ( x ) | _ { x = - \infty } - ( Q ^ { 3 } ( x ) - w ) \times A _ { 2 } ( x ) | _ { x = + \infty } \, .",6089b3c125.png
"L _ { A } = - \frac 1 4 F _ { A } ^ { \mu \nu } F _ { A \mu \nu } - 2 ( D ^ { \mu } \phi ) \overline { { ( D _ { \mu } \phi ) } } - V { \phi } ,",5a04b4cc17.png
"\left[ ( \hat { { \cal P } } _ { \nu } \gamma ^ { \nu } ) ^ { 2 } - m ^ { 2 } \right] \Delta ( x , x ^ { \prime } ) = 0 ,",631d0369e0.png
"E = ( n + 2 ) \omega - { B } k _ { 1 } I / m \ , \quad ( k _ { 2 } = k _ { 1 } + I ) \ .",6cf3b6d927.png
"E _ { \mathrm { c l } } ( \bar { \omega } ) = \bar { \omega } \frac { d L _ { \mathrm { c l } } ( \bar { \omega } ) } { d \bar { \omega } } - L _ { \mathrm { c l } } ( \bar { \omega } ) \, ,",646beff38d.png
"\tilde { H } = \int \, d x \, ( \phi ^ { 2 } + 2 \phi ^ { \prime } \theta ^ { \prime } + \theta ^ { 2 } ) = \int \, d x \, ( \phi ^ { \prime } + \theta ^ { \prime } ) ^ { 2 }",32d19365aa.png
"\phi _ { L } ^ { \prime \prime } = \phi _ { L } ^ { \prime } \, , \quad \phi _ { R } ^ { \prime \prime } = - \phi _ { R } ^ { \prime } \, , \quad R _ { \phi ^ { \prime \prime } } = 1 / R _ { \phi ^ { \prime } } \, .",7d6f6dc34c.png
\eta = \left( \begin{array} { l l l l } { 1 } & { } & { } & { } \\ \end{array} \right) \; .,13c448ab51.png
\sigma _ { \mu \nu } \sigma ^ { \mu \nu } = 2 { \cal S } ^ { 2 } .,3ea837d2bc.png
"- \frac { 1 } { \kappa } R _ { \mu \nu } ( { \Gamma } ) + \frac { 1 } { 2 } \phi _ { , \mu } \phi _ { , \nu } - \frac { 1 } { 2 \chi } V _ { 2 } ( \phi ) g _ { \mu \nu } = 0",1111e04c45.png
"\rho ^ { - 1 } \beta ^ { \perp } \rho = \beta ^ { \perp } \rho ^ { 2 } = \beta ^ { \perp } ,",11378414c1.png
\operatorname { l n } | \phi | ^ { 2 } \approx \operatorname { l n } | z - z _ { k } | ^ { 2 } + a _ { k } + \frac { 1 } { 2 } \left\{ b _ { k } ( z - z _ { k } ) + b _ { k } ^ { * } ( z ^ { * } - z _ { k } ^ { * } ) \right\} + \dots,776e685c71.png
g \chi \vec { e } _ { r } \times \vec { v } _ { n } = i \mu _ { n } \vec { v } _ { n },1cc5f71a6d.png
"V _ { 4 } ( \varphi _ { c } ) = \frac { 1 } { 2 v _ { s } ^ { 2 } } + \frac { 1 } { 2 } v _ { s } ^ { 2 } + \frac { 3 u ^ { 2 } v _ { s } ^ { 4 } } { 6 4 \pi ^ { 2 } } [ \mathrm { l n } \frac { v _ { s } ^ { 2 } u } { M ^ { 2 } } - 1 ] ,",7fa014754f.png
"e ^ { i k r \operatorname { c o s } \theta - i \omega _ { j } \theta } + f _ { j } ( k , \theta ) \frac { e ^ { i k r } } { \sqrt { r } } .",5fbb90109c.png
"Q _ { \epsilon } ^ { + } = a ^ { - } b ^ { \epsilon } , \quad Q _ { \epsilon } ^ { - } = a ^ { + } b ^ { - \epsilon } , \quad \epsilon = \pm ,",5bc8b7fb05.png
{ \cal R } _ { \gamma } = { \cal R } + \frac { 2 \gamma } { \pi - \gamma } \frac { 1 } { r _ { 0 } ^ { 2 } },10f5e32ab1.png
Q _ { i } ^ { a } = \prod _ { j = 1 } ^ { n } ( 1 + x _ { j } ^ { a } ) ^ { A _ { i j } ^ { - 1 } } \qquad \Leftrightarrow \qquad x _ { i } ^ { a } = \prod _ { j = 1 } ^ { n } \left( Q _ { j } ^ { a } \right) ^ { A _ { i j } } - 1,2cd3e63ce3.png
"\alpha _ { i } ( t ) = t \alpha _ { i } ^ { ( \mathrm { s t } ) } , \; i = 1 , \ldots , n - 1 ; \; \; \alpha _ { n } ( t ) = \alpha _ { n } ^ { ( \mathrm { s t } ) } .",40970a92dd.png
"H X ^ { 0 } = \pm \operatorname { a r c c o s } \sqrt { ( 1 + H ^ { 2 } r ^ { 2 } ) \operatorname { c o s } ^ { 2 } H t - H ^ { 2 } r ^ { 2 } } ,",42b1978a64.png
"d s ^ { 2 } = - N ( \tau , y ) ^ { 2 } d \tau ^ { 2 } + a ( \tau , y ) ^ { 2 } \delta _ { m n } d x ^ { m } d x ^ { n } + b ( \tau , y ) ^ { 2 } d y ^ { 2 } ,",5a56400e09.png
d s ^ { 2 } = \Omega ^ { 2 } ( x ) \delta _ { \mu \nu } d x ^ { \mu } \; d x ^ { \nu },6efdf2f646.png
\begin{array} { r c l } { E } & { = } & { E _ { 0 } + E _ { q ( J ) - \mathrm { v i b } } ( 0 ) } \\ \end{array},1a90f171c8.png
"{ \frac { \partial L } { \partial t } } = { \frac { 1 } { 2 \kappa } } \left\{ L , \left( L ^ { 3 } \right) _ { \geq 1 } \right\} _ { \kappa }",769769a182.png
"\mathrm { e x p } \{ ( i / \hbar ) W _ { m , \mathrm { e x t } } \} = \hat { U } _ { m } ( F ) \, \mathrm { e x p } \{ ( i / \hbar ) W _ { m } \} ,",1780443625.png
H _ { 5 } = \frac { 1 } { 2 } T r ( B ^ { \dagger } B ) = \frac { 1 } { 2 } T r ( \pi ^ { 2 } ) + V _ { 5 },4daea8055a.png
D _ { l _ { c } l _ { g } } ^ { J _ { D } } ( U _ { 1 0 } ) \; D _ { k _ { g } k _ { c } } ^ { J _ { C } } ( U _ { 1 0 } ^ { \dagger } ),163edfb415.png
"\frac { d } { d y } X _ { 2 } = V _ { 1 } X _ { 1 } \; , \; \frac { d } { d y } X _ { 1 } = - V _ { 2 } X _ { 2 }",1b57c1abc3.png
{ 4 \pi G } \phi ^ { 2 } + \phi ^ { \prime } \left( { \frac { 1 } { \phi ^ { \prime } } } \right) ^ { \prime \prime } .,6c605011e0.png
"\Theta _ { \alpha } ^ { \prime } = P _ { \alpha } ^ { ~ \beta } \Theta _ { \beta } ~ ~ , ~ ~ \{ \Theta _ { \alpha } ^ { \prime } , \Theta _ { \beta } ^ { \prime } \} \approx 0 .",1925e7ed5b.png
"e _ { 1 } = { \frac { { 1 } } { { \sqrt { 2 } } } } \, d \alpha ~ , \quad e _ { 2 } =",734d1d92ed.png
"~ A _ { 0 } ^ { \prime } + A _ { 1 } ^ { \prime } + A _ { 2 } ^ { \prime } = \alpha _ { 0 } + \alpha _ { 1 } \chi _ { 1 } + \alpha _ { 2 } \chi _ { 1 } ^ { \prime } + \frac { 1 } { 1 2 } \epsilon \chi _ { 1 } ^ { 2 } - \frac { 1 } { 1 2 } \chi _ { 1 } ^ { \prime 2 } ,",7bcc5b2d82.png
d i m \ k e r \ M ^ { \dagger } M - d i m \ k e r \ M M ^ { \dagger } = 1,3fca6b3ad5.png
"{ R ^ { \alpha } } _ { \beta } = { \frac { 1 } { 2 } } \left( { f ^ { \alpha } } _ { \beta i } { f ^ { i } } _ { \gamma \delta } \right) e ^ { \gamma } \wedge e ^ { \delta } ,",4da6f98375.png
\psi _ { \Sigma } = s + \frac { 1 } { 2 ! } b _ { \mu \nu } \gamma ^ { \mu } \gamma ^ { \nu } + p \gamma ^ { 5 },8f0e29b4f1.png
\partial _ { \mu } \widetilde { j _ { M } ^ { \mu } } = 0 \quad .,777152e5dc.png
"\left[ L _ { 1 } , L _ { 2 } \right] = L _ { 2 } \ .",2c859ffa6d.png
"\phi _ { n , 1 } ^ { P } = \frac { 1 } { 2 ( n - 2 ) ! } ,",33a1cac08d.png
